requested_amount_usd,application_date,request_title,screening_score,region_code,employment_tenure,debt_to_income
2500.0,2007-07-07,kg05,0.0,fl,< 1 year,0.0
25000.0,2007-07-07,jmott428,541.0,pa,1 year,1.92
8300.0,2007-07-07,judithann7244,592.0,ks,7 years,24.95
500.0,2007-07-07,kimmy4lsu,469.0,la,< 1 year,16.37
1000.0,2007-07-07,summer semester help,553.0,wa,< 1 year,8.27
2000.0,2007-07-08,naomicastillo,504.0,in,1 year,0.0
10000.0,2007-07-08,carlos_sarmiento,493.0,fl,10+ years,14.12
3500.0,2007-07-08,ladybuggs,492.0,tx,1 year,4.54
5000.0,2007-07-08,caseyj25,512.0,co,4 years,21.68
6000.0,2007-07-08,youngbizman,606.0,tn,< 1 year,9.94
3000.0,2007-07-08,mom2gjs,565.0,ks,< 1 year,3.25
12000.0,2007-07-08,robzilla,620.0,nc,3 years,2.04
16000.0,2007-07-08,iluvjesus,440.0,ga,2 years,2.48
5000.0,2007-07-08,andrea1125,454.0,fl,1 year,6.38
5000.0,2007-07-08,treyduffy,483.0,wi,< 1 year,8.04
10000.0,2007-07-09,renornotty,477.0,mn,< 1 year,0.0
6000.0,2007-07-09,jchristmn,637.0,ne,1 year,23.43
5000.0,2007-07-09,frenchy,496.0,fl,< 1 year,44.17
5000.0,2007-07-09,devon_craig,527.0,va,1 year,12.62
12000.0,2007-07-09,fbg,429.0,la,3 years,245.63
20000.0,2007-07-09,studiob,570.0,tx,3 years,38.06
1000.0,2007-07-09,blckdhliagrl,703.0,ar,< 1 year,0.0
20000.0,2007-07-10,skiman40,553.0,ok,10+ years,7.12
10000.0,2007-07-10,richard0716,603.0,fl,4 years,43.26
2500.0,2007-07-10,voteforeric,599.0,ut,1 year,0.0
3000.0,2007-07-10,mr.mesofly,547.0,ny,< 1 year,1.97
1000.0,2007-07-10,big_nour,487.0,mn,1 year,16.32
1000.0,2007-07-10,bluewarrior07,523.0,nc,2 years,7.17
3000.0,2007-07-10,strivingforward,0.0,fl,< 1 year,0.0
10000.0,2007-07-10,bigredone,480.0,oh,10+ years,12.17
3000.0,2007-07-10,kymberly,510.0,vt,2 years,23.96
3000.0,2007-07-10,welderman,0.0,ky,1 year,0.0
1000.0,2007-07-10,twofast4u12,567.0,wi,1 year,9.69
4500.0,2007-07-10,kevint,482.0,nc,< 1 year,82.38
3500.0,2007-07-11,csh0430,533.0,ga,10+ years,0.0
2500.0,2007-07-11,rootsrundeep,541.0,in,< 1 year,0.3
1000.0,2007-07-11,cbear,600.0,ok,< 1 year,14.16
5000.0,2007-07-11,aebennett,530.0,ok,2 years,5.2
4500.0,2007-07-11,dvermulm,623.0,ne,< 1 year,8.02
2500.0,2007-07-11,jew0831,465.0,nc,< 1 year,0.62
8000.0,2007-07-11,keyoung,543.0,md,7 years,6.36
6000.0,2007-07-11,km36,524.0,in,< 1 year,31.63
5000.0,2007-07-12,patval,549.0,oh,1 year,21.49
15000.0,2007-07-12,consolidating,639.0,ca,10+ years,15.76
1000.0,2007-07-12,mimi77,435.0,fl,1 year,10.03
8000.0,2007-07-12,alex r,610.0,ny,1 year,11.47
5000.0,2007-07-12,erynnesmom,455.0,tx,8 years,28.14
5000.0,2007-07-12,jesseandshanon,451.0,tx,10+ years,32.81
10000.0,2007-07-12,wendigo,472.0,wi,< 1 year,33.05
20000.0,2007-07-12,amaury73,646.0,fl,2 years,8.92
15000.0,2007-07-12,stacyby,519.0,ny,3 years,13.76
2000.0,2007-07-12,max1991,451.0,vt,8 years,6.89
7000.0,2007-07-12,dulcinea2007,471.0,fl,< 1 year,16.22
4500.0,2007-07-13,theteeshirtlady,475.0,nc,1 year,2.95
5000.0,2007-07-13,markf78,644.0,va,< 1 year,11.77
14000.0,2007-07-13,topvettech,607.0,pa,7 years,0.0
25000.0,2007-07-13,insurance needs capital to relocate /pur,697.0,ny,7 years,15.17
2300.0,2007-07-13,chrissy,448.0,mi,9 years,6.24
1500.0,2007-07-13,avalancheroy33,455.0,in,< 1 year,9.57
5500.0,2007-07-13,akademiks,0.0,nj,< 1 year,1.34
2000.0,2007-07-14,jb1552,625.0,ok,4 years,18.86
3500.0,2007-07-14,daniel09,0.0,fl,< 1 year,0.6
8000.0,2007-07-14,jcouch,601.0,in,3 years,10.01
1000.0,2007-07-14,butcherboy220,609.0,fl,10+ years,20.19
2000.0,2007-07-14,ecs11,592.0,ny,2 years,13.0
1500.0,2007-07-14,crystopher,493.0,fl,< 1 year,0.0
12000.0,2007-07-14,coppert,556.0,ny,10+ years,4.43
4500.0,2007-07-14,medicalgirl1981,604.0,md,1 year,6.0
500.0,2007-07-14,joycespowell76,556.0,nc,1 year,1.92
15000.0,2007-07-15,cindercell914,526.0,ga,< 1 year,10.57
3000.0,2007-07-15,askmatt,651.0,wa,< 1 year,28.42
3000.0,2007-07-15,eduyankee,588.0,ga,< 1 year,24.65
3000.0,2007-07-16,southfloridian,550.0,fl,1 year,0.0
6000.0,2007-07-16,coffeelovr5,428.0,oh,< 1 year,11.49
5000.0,2007-07-16,lao0911,496.0,mo,< 1 year,18.33
8000.0,2007-07-16,wncgirl,623.0,nc,8 years,29.57
15000.0,2007-07-16,etrader77,637.0,oh,3 years,4.14
15000.0,2007-07-16,keeperef,640.0,ga,2 years,30.52
5000.0,2007-07-17,angelmeagan,473.0,ne,< 1 year,31.45
3000.0,2007-07-17,morgansuzi,417.0,nc,1 year,13.47
2000.0,2007-07-17,consolidate credit cards,593.0,ne,< 1 year,54.35
5000.0,2007-07-17,whitpop85,455.0,in,3 years,17.44
25000.0,2007-07-17,cbowman,0.0,ky,1 year,0.0
12000.0,2007-07-17,joshj0829,554.0,pa,4 years,18.65
2000.0,2007-07-18,$~king~$,511.0,fl,< 1 year,29.13
7000.0,2007-07-18,streetforce1,482.0,ny,< 1 year,0.0
3000.0,2007-07-18,cute n cuddly couple need moving help,570.0,ut,< 1 year,18.75
4750.0,2007-07-18,want to attend college,618.0,ma,< 1 year,5.0
6000.0,2007-07-18,expanding21,545.0,ny,4 years,0.0
2000.0,2007-07-18,cushie,536.0,wa,1 year,10.63
4000.0,2007-07-18,help!!,420.0,in,< 1 year,5.98
2000.0,2007-07-18,"i'm working on building up my credit and looking to pay a few credit cards off. these interest rates are high, and i'm basically throwing away money every month on monthly fees, membership fees, annual fees, and high interest. would love to just consolidate, get them paid off once and for all and close the accounts",647.0,oh,1 year,19.98
600.0,2007-07-18,karen mae,562.0,ma,1 year,2.66
1000.0,2007-07-18,sachinpatel17,589.0,fl,1 year,4.55
6000.0,2007-07-18,family funtime - used jetboat purchase,625.0,nc,10+ years,7.38
7500.0,2007-07-18,nick67,582.0,mn,< 1 year,8.6
15000.0,2007-07-18,tschulz,577.0,fl,2 years,0.33
3500.0,2007-07-19,honeymoon expense,595.0,ga,1 year,0.57
1500.0,2007-07-19,telcor,615.0,tx,1 year,12.65
13000.0,2007-07-19,jenny88,650.0,wa,10+ years,14.56
25000.0,2007-07-19,ksstormhunter,555.0,ak,10+ years,24.94
4500.0,2007-07-19,debbie812,631.0,ny,10+ years,10.75
15000.0,2007-07-19,juannunes,591.0,fl,2 years,14.81
1400.0,2007-07-19,tallchick25,536.0,fl,1 year,0.67
1500.0,2007-07-19,donlo,529.0,wi,< 1 year,2.91
2000.0,2007-07-20,rgbrock1,478.0,ct,3 years,4.41
1700.0,2007-07-20,caspian915,455.0,ny,< 1 year,17.67
2000.0,2007-07-20,jawbreaker,646.0,ok,10+ years,7.25
6000.0,2007-07-20,melonee80,546.0,va,3 years,15.66
20000.0,2007-07-20,keishab912,452.0,ga,3 years,25.46
7500.0,2007-07-20,helpourdaughter,623.0,ri,5 years,1.65
10000.0,2007-07-20,lidarkeyes32,614.0,wi,< 1 year,23.19
7275.0,2007-07-21,lost with a soul....,457.0,md,3 years,2.15
7500.0,2007-07-21,2be_pennywise,400.0,md,3 years,8.16
500.0,2007-07-21,rbinak,526.0,ak,< 1 year,21.03
7500.0,2007-07-21,mickisue,546.0,mn,1 year,15.41
10000.0,2007-07-21,joshaccardo,592.0,ny,1 year,12.75
7000.0,2007-07-22,eeyore28,0.0,ny,1 year,0.0
3000.0,2007-07-22,iteachkids,594.0,va,6 years,12.86
5000.0,2007-07-22,msmkharmon,518.0,pa,3 years,21.65
5000.0,2007-07-22,jaysun,632.0,md,< 1 year,32.96
10000.0,2007-07-22,texasrocks,662.0,tx,1 year,29.73
500.0,2007-07-22,help please,535.0,nj,1 year,1.1
25000.0,2007-07-22,bucktruck,430.0,fl,1 year,11.95
2500.0,2007-07-22,adevens,506.0,wi,2 years,14.53
10000.0,2007-07-23,tejada00,635.0,ny,2 years,14.25
1000.0,2007-07-23,animaluva,660.0,fl,6 years,85.0
2500.0,2007-07-23,wolfbabeusa71,0.0,in,< 1 year,0.0
2000.0,2007-07-23,nccarebear,488.0,nc,2 years,14.01
25000.0,2007-07-23,livewealthy,688.0,ma,1 year,22.9
17000.0,2007-07-23,mimi1011,635.0,nc,1 year,74.86
600.0,2007-07-23,bward07,618.0,de,< 1 year,14.4
13500.0,2007-07-23,teacher1,668.0,va,10+ years,25.25
7500.0,2007-07-23,sm-biz owner seeks loan,,nv,3 years,100.0
10000.0,2007-07-23,danomar200,689.0,fl,2 years,47.56
25000.0,2007-07-24,tgrphillips,527.0,wi,2 years,0.0
10000.0,2007-07-24,candela,711.0,fl,1 year,34.37
3500.0,2007-07-24,flutterjenn,518.0,nc,< 1 year,0.0
1300.0,2007-07-24,"recently, i took my automobile to the dealership for a routine check-up.  i ended-up paying nearly $1700 to cover all the work that needed to be done.  since i am fresh out of college, this is probably one of the worse thing that could have happened right now. this loan will allow me to cover all my basis so that i can pay my other expenses while trying to fill the hole that my car trouble have maid in my pocket.  your help would be greatly appreciated.",632.0,ga,1 year,11.39
7000.0,2007-07-24,ejohnson39154,680.0,ms,10+ years,9.0
20000.0,2007-07-24,sasha,591.0,in,3 years,30.67
3500.0,2007-07-24,vernsan,663.0,tx,1 year,63.75
6000.0,2007-07-25,maria,654.0,fl,1 year,57.66
5000.0,2007-07-25,maciel,601.0,fl,< 1 year,56.4
2000.0,2007-07-25,paying debt,622.0,nj,< 1 year,11.6
1500.0,2007-07-25,cjustice,507.0,tx,5 years,31.61
3500.0,2007-07-25,tranpir29,460.0,nj,7 years,13.21
6000.0,2007-07-25,lacyg,484.0,dc,10+ years,569.27
3300.0,2007-07-25,lacydiva,437.0,nj,1 year,1.57
1000.0,2007-07-25,balik9201,600.0,pa,< 1 year,5.12
3000.0,2007-07-25,tjhummel7,505.0,wi,< 1 year,28.4
7000.0,2007-07-25,i am looking to consolidate high interest rate credit cards into one monthly payment and a set payoff schedule.  this will save me interest and money monthly.,591.0,ne,6 years,17.29
10000.0,2007-07-25,dtslagle,517.0,in,< 1 year,17.34
3000.0,2007-07-25,ftl_torgo,433.0,fl,2 years,6.09
1200.0,2007-07-25,college210,544.0,nc,< 1 year,19.95
4100.0,2007-07-26,urban513,509.0,nj,2 years,3.23
10000.0,2007-07-26,ajax6677,568.0,wi,3 years,4.44
2500.0,2007-07-26,omahajohn07,632.0,ne,1 year,18.62
10000.0,2007-07-26,pc,535.0,co,2 years,0.0
12000.0,2007-07-27,bmxdmx,0.0,ny,6 years,0.0
3000.0,2007-07-27,joe,,fl,2 years,16.63
5000.0,2007-07-27,zoebee7001,514.0,ma,1 year,43.44
7500.0,2007-07-27,searching101,554.0,wi,4 years,28.45
25000.0,2007-07-27,rwestmore7,577.0,la,2 years,17.92
1775.0,2007-07-27,m0e74,547.0,ma,4 years,9.95
12000.0,2007-07-27,mwichmann4,690.0,wi,< 1 year,9.63
5000.0,2007-07-27,matthewedwards,705.0,tx,< 1 year,4.2
1000.0,2007-07-27,sean c.,535.0,wa,< 1 year,2.0
10000.0,2007-07-28,erikaandrea,626.0,nc,1 year,26.87
3500.0,2007-07-28,ericas,621.0,tx,< 1 year,92.84
3500.0,2007-07-29,ked55,571.0,tx,9 years,5.33
5000.0,2007-07-29,need to pay off loans,563.0,ca,1 year,10.82
6000.0,2007-07-29,the purpose of this loan is to take care of my existing tuition balance. without it i will not be able to register for the upcoming semester of classes. i would need the loan as soon as possible as the school year will be starting in a matter of weeks. it would be a great help. thank you.,550.0,ct,< 1 year,3.29
6000.0,2007-07-30,panglin,425.0,sc,10+ years,0.48
5000.0,2007-07-30,dixieboy,466.0,tx,< 1 year,0.0
4000.0,2007-07-30,kkospender,462.0,nc,< 1 year,0.0
1500.0,2007-07-30,wmitchell,576.0,la,1 year,3.98
8000.0,2007-07-30,lafortune96,487.0,pa,2 years,31.87
1550.0,2007-07-30,qunciy_gurl,478.0,fl,< 1 year,7.93
7000.0,2007-07-30,cleaning up credit and paying off taxes,484.0,wi,< 1 year,13.25
5000.0,2007-07-31,jamphat,628.0,va,< 1 year,3.9
25000.0,2007-07-31,great business loan,636.0,mi,1 year,65.8
5000.0,2007-07-31,idefygravity81,466.0,co,3 years,1.75
4800.0,2007-07-31,joecalifornia2002,469.0,ca,1 year,15.93
1000.0,2007-07-31,v-sizzle,680.0,md,6 years,68.0
9500.0,2007-07-31,lonesophist,548.0,tx,2 years,0.0
500.0,2007-07-31,dabigticket31,0.0,tn,< 1 year,0.0
15000.0,2007-07-31,aceguy,582.0,mn,< 1 year,2.31
500.0,2007-07-31,trojanman7667,530.0,ny,1 year,0.0
2500.0,2007-07-31,txangel1983,561.0,tx,< 1 year,23.5
25000.0,2007-07-31,shy256,0.0,al,2 years,0.0
500.0,2007-07-31,ldurfee,492.0,wv,< 1 year,20.16
2200.0,2007-07-31,talktobrent,703.0,mn,2 years,27.6
3750.0,2007-07-31,jaredonline,595.0,az,1 year,3.36
3500.0,2007-08-01,jmspike1875,563.0,co,1 year,7.53
1200.0,2007-08-01,skcah,557.0,sc,< 1 year,1.71
4925.0,2007-08-01,javatoast,532.0,nc,1 year,1.71
2000.0,2007-08-01,energiemedia,513.0,nj,< 1 year,6.21
2000.0,2007-08-01,silverferretcu,644.0,nj,< 1 year,22.17
1000.0,2007-08-01,ryotrellim,636.0,nm,< 1 year,28.56
1500.0,2007-08-01,normlessness,674.0,ga,< 1 year,32.35
500.0,2007-08-01,kodered1984,604.0,fl,1 year,45.08
2000.0,2007-08-01,brokenspoke,440.0,ky,< 1 year,9.08
12500.0,2007-08-02,bubbasc12,543.0,sc,6 years,26.84
15000.0,2007-08-02,home improvement and security funds,581.0,fl,9 years,0.0
15000.0,2007-08-02,mattbk,727.0,ny,1 year,32.34
25000.0,2007-08-02,ken4christ4ever,702.0,az,< 1 year,20.62
5000.0,2007-08-02,broken heater/air conditioning units,634.0,ca,< 1 year,22.51
14000.0,2007-08-02,ebrelsford,623.0,ct,1 year,13.48
1600.0,2007-08-02,smochan,427.0,oh,1 year,15.74
1000.0,2007-08-02,jfreeden,495.0,nj,5 years,0.0
10000.0,2007-08-02,alexnotov,512.0,ny,1 year,0.88
15000.0,2007-08-03,nicb,639.0,az,< 1 year,36.53
22000.0,2007-08-03,searching4u,658.0,ct,10+ years,41.86
8000.0,2007-08-03,darussian12,480.0,tx,< 1 year,618.7
2000.0,2007-08-04,vjo06,466.0,ny,< 1 year,17.4
16000.0,2007-08-04,lendborrowbhappy,667.0,ct,8 years,37.11
5000.0,2007-08-04,jrw023,476.0,ny,< 1 year,17.28
5000.0,2007-08-04,jrsnifty,493.0,ma,< 1 year,16.58
800.0,2007-08-04,keyboardman110,0.0,mo,1 year,0.0
500.0,2007-08-04,daisan,570.0,va,10+ years,0.0
20000.0,2007-08-04,foxylady,664.0,fl,1 year,8.55
10000.0,2007-08-04,woodcs82,488.0,fl,< 1 year,24.96
25000.0,2007-08-04,janeco,712.0,co,10+ years,84.9
15000.0,2007-08-05,gopats910,656.0,ny,3 years,45.7
1000.0,2007-08-05,hi i am looking to close,539.0,ma,4 years,7.54
25000.0,2007-08-05,sturzstrom,558.0,md,2 years,19.32
25000.0,2007-08-05,cranejames,599.0,ma,7 years,16.27
2500.0,2007-08-05,cory2345,624.0,fl,2 years,22.8
10000.0,2007-08-06,justinjscar,569.0,oh,2 years,14.28
20000.0,2007-08-06,creamergc,464.0,oh,10+ years,16.78
5500.0,2007-08-06,imnxdrunk,497.0,nj,10+ years,4.05
1500.0,2007-08-06,rossdurham,570.0,nc,< 1 year,18.08
6000.0,2007-08-07,pjudc,648.0,dc,< 1 year,30.45
15000.0,2007-08-07,kari,483.0,ga,< 1 year,32.5
15000.0,2007-08-07,anumoses,525.0,il,4 years,29.32
7000.0,2007-08-07,anonymous1303,559.0,tx,1 year,5.31
1500.0,2007-08-07,mimi,520.0,ga,< 1 year,39.12
10000.0,2007-08-07,hnburrell,554.0,ny,3 years,36.71
2500.0,2007-08-07,alienblue2006,0.0,fl,< 1 year,0.0
5000.0,2007-08-07,ppchildcare,0.0,ny,3 years,0.0
7500.0,2007-08-08,ecoinsales,529.0,wi,< 1 year,11.87
2000.0,2007-08-08,dasha,577.0,al,< 1 year,3.59
5000.0,2007-08-08,dewey,623.0,mn,10+ years,51.16
2000.0,2007-08-08,wade44,533.0,va,6 years,13.83
2500.0,2007-08-08,seveneleven13,573.0,ny,2 years,15.9
2000.0,2007-08-08,jgiroux235,565.0,az,1 year,0.87
9000.0,2007-08-09,walte123,431.0,va,1 year,0.0
20000.0,2007-08-09,swoop70,476.0,oh,9 years,2.23
1000.0,2007-08-09,prkerbny,525.0,de,8 years,33.86
1000.0,2007-08-09,lanzaustin,627.0,tx,10+ years,19.28
12000.0,2007-08-09,razorbacks36,570.0,oh,< 1 year,0.0
2000.0,2007-08-09,kh,556.0,mn,10+ years,5.85
1500.0,2007-08-09,oneals,0.0,al,3 years,0.0
5000.0,2007-08-09,videoscan23,634.0,fl,2 years,26.36
1550.0,2007-08-10,prosper loan,570.0,nm,2 years,6.32
7000.0,2007-08-10,phreakelove,493.0,ok,2 years,7.89
5000.0,2007-08-10,marvin12,591.0,ga,1 year,6.16
1000.0,2007-08-10,yorkhugo,589.0,tn,3 years,0.0
17000.0,2007-08-10,pghmatt,616.0,pa,2 years,15.84
1000.0,2007-08-11,deathstr117,427.0,wi,3 years,4.76
20000.0,2007-08-11,jeffratt,622.0,ny,4 years,11.16
8000.0,2007-08-11,mrln,441.0,ct,< 1 year,10.39
7000.0,2007-08-11,mariale09,582.0,fl,2 years,7.68
7000.0,2007-08-11,machado,609.0,fl,2 years,0.55
10000.0,2007-08-11,mtm21o83,500.0,tx,< 1 year,146.4
1000.0,2007-08-11,need helping hand,614.0,ma,1 year,3.16
20000.0,2007-08-12,jmg3313,449.0,in,2 years,13.94
5000.0,2007-08-12,papamac,544.0,fl,9 years,5.4
1000.0,2007-08-12,songshand,650.0,az,< 1 year,4.56
23000.0,2007-08-12,tdb44,658.0,mn,5 years,59.25
1500.0,2007-08-12,k-alex-52,511.0,ne,3 years,0.41
10000.0,2007-08-12,bblboy54,596.0,va,2 years,7.71
5000.0,2007-08-12,eggfinder,595.0,in,3 years,5.49
1000.0,2007-08-12,burningbend,582.0,va,< 1 year,9999.0
3000.0,2007-08-12,paying off credit cards/merging consumer,608.0,in,1 year,15.03
8500.0,2007-08-12,xellz,420.0,la,8 years,260.28
5500.0,2007-08-12,urbanphoenyx,600.0,ny,1 year,17.97
2000.0,2007-08-13,entoaggie09,634.0,tx,1 year,0.0
25000.0,2007-08-13,jim0120,592.0,fl,4 years,19.16
3000.0,2007-08-13,tbrackett,466.0,al,3 years,36.83
10000.0,2007-08-13,jake,631.0,ky,6 years,25.48
10000.0,2007-08-13,ajstewart19,611.0,ga,1 year,25.15
20000.0,2007-08-13,delosomedia,586.0,nc,< 1 year,10.5
20000.0,2007-08-13,mardayna,634.0,wa,1 year,9.51
5000.0,2007-08-13,tsmithee2003,661.0,ar,1 year,30.96
1500.0,2007-08-13,tluu,658.0,tx,< 1 year,100.0
4000.0,2007-08-13,nemequittepas,511.0,sc,4 years,14.87
5000.0,2007-08-14,footballfan61,477.0,mo,10+ years,22.62
7000.0,2007-08-14,workaholic39,642.0,ny,3 years,16.65
2000.0,2007-08-14,maladyky,477.0,ky,1 year,25.38
500.0,2007-08-14,cilver18,523.0,ga,< 1 year,372.0
6000.0,2007-08-14,william.alvarez,0.0,nj,2 years,0.0
6000.0,2007-08-14,larryjburns,525.0,ar,3 years,8.16
4000.0,2007-08-14,mrkblack,547.0,ga,1 year,7.34
11000.0,2007-08-14,parrabe21,431.0,fl,< 1 year,685.09
1500.0,2007-08-14,pay off tax debt & consolidate ccs,541.0,ut,6 years,15.4
1500.0,2007-08-14,simply_beautiful,460.0,ga,< 1 year,2.4
500.0,2007-08-14,msteckler,591.0,wa,2 years,0.0
500.0,2007-08-14,2001eagle,522.0,tx,3 years,11.22
18000.0,2007-08-15,sfg,671.0,oh,10+ years,44.83
10000.0,2007-08-15,andyinatlanta,543.0,ga,< 1 year,19.45
2525.0,2007-08-15,bandeno,496.0,ga,8 years,10.27
20000.0,2007-08-15,personal consolidation,698.0,ny,< 1 year,15.0
9000.0,2007-08-15,chronicole,554.0,wa,1 year,9.21
6500.0,2007-08-15,mandmboysfan,715.0,mn,3 years,16.57
750.0,2007-08-16,morgansgirl23,611.0,oh,4 years,2.4
5000.0,2007-08-16,michaels,559.0,nc,5 years,50.19
12000.0,2007-08-16,emergency loan needed,0.0,tx,< 1 year,2.57
25000.0,2007-08-16,thyui,686.0,ca,< 1 year,3012.0
10000.0,2007-08-16,clvarney,539.0,wv,< 1 year,1.61
3000.0,2007-08-16,pizzaman,591.0,mo,4 years,19.77
20000.0,2007-08-16,baxjohn,508.0,ny,< 1 year,0.0
6000.0,2007-08-16,lucy_goosey,618.0,wa,< 1 year,0.43
13000.0,2007-08-17,msziva,431.0,md,10+ years,19.69
9000.0,2007-08-17,short term secured loa,455.0,wa,1 year,0.9
5000.0,2007-08-17,need funds for mortgage modification!,515.0,tx,< 1 year,9.93
25000.0,2007-08-17,irish45,622.0,ma,8 years,16.53
1000.0,2007-08-17,cmjasonl04101,495.0,me,2 years,5.04
5000.0,2007-08-17,kentrell2006,458.0,ga,3 years,4.0
7500.0,2007-08-17,mcs119,570.0,ms,3 years,8.0
25000.0,2007-08-17,m_designs,469.0,fl,< 1 year,13.95
2000.0,2007-08-18,bgenious,598.0,nc,9 years,25.11
500.0,2007-08-18,sanjeet,512.0,ks,< 1 year,11.28
15000.0,2007-08-18,quirkymolina,490.0,tx,< 1 year,10.97
5000.0,2007-08-18,ready4achange,549.0,fl,4 years,17.05
950.0,2007-08-18,volatileatom,461.0,fl,3 years,9.37
1000.0,2007-08-19,refinance credit cards for a better rate,610.0,tx,4 years,27.78
16225.0,2007-08-19,marthahuckabay,659.0,la,3 years,18.0
500.0,2007-08-20,help fund for education,589.0,nj,1 year,12.26
5000.0,2007-08-20,kojo,0.0,ky,1 year,2.4
15000.0,2007-08-20,mr_postman,564.0,ca,2 years,6.25
5500.0,2007-08-20,raiderpmd1,623.0,fl,10+ years,8.72
13000.0,2007-08-21,cwvwmwcw,542.0,tx,< 1 year,25.17
12000.0,2007-08-21,vwcwmwcw,538.0,tx,2 years,38.17
4000.0,2007-08-21,smellein,508.0,az,< 1 year,25.5
5000.0,2007-08-21,acooper2,533.0,la,1 year,10.82
7500.0,2007-08-21,corpsman84,582.0,md,< 1 year,6.3
8000.0,2007-08-21,itakedablame,544.0,ny,< 1 year,9.38
2000.0,2007-08-21,amanda_j_04,480.0,mo,< 1 year,0.0
4000.0,2007-08-21,yroseb,589.0,md,5 years,4.78
6000.0,2007-08-21,crazygirl,483.0,co,1 year,4.08
25000.0,2007-08-22,syrenia,604.0,va,< 1 year,23.94
7500.0,2007-08-22,saleysmom,449.0,mn,6 years,14.78
2700.0,2007-08-22,buttercup-1970,526.0,ok,6 years,31.69
2500.0,2007-08-22,king5six1,442.0,fl,1 year,12.56
500.0,2007-08-22,redarrow,670.0,mn,2 years,63600.0
5000.0,2007-08-22,coalpha,578.0,co,1 year,13.92
700.0,2007-08-23,lilstuff28,410.0,tx,< 1 year,9.63
25000.0,2007-08-23,selley,625.0,wi,10+ years,3.16
5000.0,2007-08-23,mikestrock,650.0,wa,5 years,20.95
3000.0,2007-08-23,nruizar,553.0,fl,2 years,41.71
5000.0,2007-08-23,oucutiern,419.0,ok,1 year,13.76
5000.0,2007-08-23,superkicker,475.0,oh,< 1 year,34.75
3000.0,2007-08-23,need to payoff high interest payday loan,542.0,nv,2 years,0.85
9000.0,2007-08-23,puppy_hershey,650.0,az,< 1 year,52.98
22300.0,2007-08-23,castlwizz,629.0,ca,< 1 year,37.05
5000.0,2007-08-23,k-bro,583.0,ut,1 year,0.52
25000.0,2007-08-24,proudmarineproudpapa,613.0,az,3 years,2.74
2000.0,2007-08-24,clarigem,501.0,ny,< 1 year,0.0
8700.0,2007-08-24,consolidate debt,682.0,la,4 years,52.95
5000.0,2007-08-24,aaronhansen,460.0,ny,1 year,4.72
25000.0,2007-08-24,mycstro,498.0,nj,< 1 year,0.0
5000.0,2007-08-24,credittest,700.0,ny,< 1 year,25.0
1000.0,2007-08-24,digix010,516.0,wi,2 years,18.18
12500.0,2007-08-24,fpres1079,517.0,la,1 year,19.02
25000.0,2007-08-25,czar2k4ever,425.0,al,2 years,16.54
10000.0,2007-08-25,silvia,495.0,fl,1 year,7.1
1500.0,2007-08-25,whitedove40,578.0,wv,1 year,2.5
25000.0,2007-08-25,fester5,700.0,wi,5 years,33.0
2000.0,2007-08-25,kyguy,510.0,ky,4 years,16.66
1500.0,2007-08-26,freebird72,550.0,wv,< 1 year,0.0
5000.0,2007-08-26,jc,613.0,fl,10+ years,27.31
10000.0,2007-08-26,rara07,650.0,ny,< 1 year,47.02
5000.0,2007-08-26,kbroad01,574.0,ok,10+ years,2.38
3000.0,2007-08-27,cardiostudent,578.0,fl,< 1 year,26.74
8000.0,2007-08-27,naturefreak715,648.0,nj,< 1 year,25.92
2000.0,2007-08-27,sharellybme,605.0,ct,2 years,30.6
10000.0,2007-08-27,woushe23,528.0,ny,2 years,0.0
5000.0,2007-08-27,harlemshunny89,0.0,ny,3 years,1.26
4000.0,2007-08-27,cssp1000,558.0,fl,< 1 year,12.72
4000.0,2007-08-27,trying to pay off credit cards and pay you rather than pay the high interest to the credit lenders,653.0,ma,1 year,0.0
10000.0,2007-08-28,rosie66,581.0,ga,3 years,4.14
16200.0,2007-08-28,mdbia,577.0,ga,< 1 year,0.0
3000.0,2007-08-28,mrfriggz,522.0,az,3 years,0.0
25000.0,2007-08-28,bobershaw,502.0,ut,2 years,56.61
25000.0,2007-08-28,phoenixfawkes,579.0,oh,3 years,24.31
500.0,2007-08-28,omgitsjoe89,0.0,ny,< 1 year,0.0
1500.0,2007-08-28,hakunamachada,527.0,ok,< 1 year,112.0
2700.0,2007-08-28,kcguy,552.0,mo,1 year,11.69
2000.0,2007-08-28,umkchell,453.0,mo,< 1 year,41.57
18000.0,2007-08-28,pqwest76,492.0,va,< 1 year,12.38
2475.0,2007-08-28,missinprophet101,487.0,ma,< 1 year,10.0
3000.0,2007-08-28,jgordon,431.0,fl,< 1 year,0.0
20000.0,2007-08-28,graduatingsoon,582.0,al,4 years,46.98
5000.0,2007-08-28,endertjw,457.0,mi,1 year,1.02
7000.0,2007-08-28,chirn9980,637.0,oh,8 years,44.4
800.0,2007-08-28,kdeveres,511.0,ks,< 1 year,444.0
6000.0,2007-08-28,lhowell286,478.0,ny,2 years,8.56
5000.0,2007-08-29,nodnarb100,553.0,ny,4 years,25.95
20000.0,2007-08-29,jasonw4,517.0,mn,2 years,18.17
3000.0,2007-08-29,jjrene,493.0,ma,1 year,28.24
3000.0,2007-08-29,liberty st,626.0,ny,1 year,2.56
25000.0,2007-08-29,robin,670.0,fl,< 1 year,17.64
1000.0,2007-08-29,judy,664.0,ct,10+ years,0.44
