requested_amount_usd,application_date,request_title,screening_score,debt_to_income_text,region_code,employment_tenure_text,policy_code
3500,2007-07-08,ladybuggs,492,4.54%,TX,1 year,0
5000,2007-07-08,caseyj25,512,21.68%,CO,4 years,0
6000,2007-07-08,youngbizman,606,9.94%,TN,< 1 year,0
3000,2007-07-08,mom2gjs,565,3.25%,KS,< 1 year,0
12000,2007-07-08,Robzilla,620,2.04%,NC,3 years,0
16000,2007-07-08,iluvjesus,440,2.48%,GA,2 years,0
5000,2007-07-08,andrea1125,454,6.38%,FL,1 year,0
5000,2007-07-08,treyduffy,483,8.04%,WI,< 1 year,0
10000,2007-07-09,renornotty,477,0%,MN,< 1 year,0
6000,2007-07-09,jchristmn,637,23.43%,NE,1 year,0
5000,2007-07-09,frenchy,496,44.17%,FL,< 1 year,0
5000,2007-07-09,devon_craig,527,12.62%,VA,1 year,0
12000,2007-07-09,fbg,429,245.63%,LA ,3 years,0
20000,2007-07-09,studiob,570,38.06%,TX,3 years,0
1000,2007-07-09,Blckdhliagrl,703,0%,AR,< 1 year,0
20000,2007-07-10,skiman40,553,7.12%,OK,10+ years,0
10000,2007-07-10,Richard0716,603,43.26%,FL,4 years,0
2500,2007-07-10,voteforeric,599,0%,UT,1 year,0
3000,2007-07-10,Mr.Mesofly,547,1.97%,NY,< 1 year,0
1000,2007-07-10,big_nour,487,16.32%,MN,1 year,0
1000,2007-07-10,bluewarrior07,523,7.17%,NC,2 years,0
3000,2007-07-10,strivingforward,0,0%,FL,< 1 year,0
10000,2007-07-10,bigredone,480,12.17%,OH,10+ years,0
3000,2007-07-10,kymberly,510,23.96%,VT,2 years,0
3000,2007-07-10,welderman,0,0%,KY,1 year,0
1000,2007-07-10,Twofast4u12,567,9.69%,WI,1 year,0
4500,2007-07-10,KevinT,482,82.38%,NC,< 1 year,0
3500,2007-07-11,csh0430,533,0%,GA,10+ years,0
2500,2007-07-11,rootsrundeep,541,0.30%,IN,< 1 year,0
1000,2007-07-11,CBear,600,14.16%,OK,< 1 year,0
5000,2007-07-11,aebennett,530,5.20%,OK,2 years,0
4500,2007-07-11,dvermulm,623,8.02%,NE,< 1 year,0
2500,2007-07-11,JEW0831,465,0.62%,NC,< 1 year,0
8000,2007-07-11,Keyoung,543,6.36%,MD,7 years,0
6000,2007-07-11,km36,524,31.63%,IN,< 1 year,0
5000,2007-07-12,patval,549,21.49%,OH,1 year,0
15000,2007-07-12,Consolidating,639,15.76%,CA,10+ years,0
1000,2007-07-12,MiMi77,435,10.03%,FL,1 year,0
8000,2007-07-12,Alex R,610,11.47%,NY,1 year,0
5000,2007-07-12,Erynnesmom,455,28.14%,TX,8 years,0
5000,2007-07-12,Jesseandshanon,451,32.81%,TX,10+ years,0
10000,2007-07-12,Wendigo,472,33.05%,WI,< 1 year,0
20000,2007-07-12,amaury73,646,8.92%,FL,2 years,0
15000,2007-07-12,stacyby,519,13.76%,NY,3 years,0
2000,2007-07-12,max1991,451,6.89%,VT,8 years,0
7000,2007-07-12,dulcinea2007,471,16.22%,FL,< 1 year,0
4500,2007-07-13,theteeshirtlady,475,2.95%,NC,1 year,0
5000,2007-07-13,markf78,644,11.77%,VA,< 1 year,0
14000,2007-07-13,TopVetTech,607,0%,PA,7 years,0
25000,2007-07-13,insurance needs capital to relocate /pur,697,15.17%,NY,7 years,0
2300,2007-07-13,chrissy,448,6.24%,MI,9 years,0
1500,2007-07-13,avalancheroy33,455,9.57%,IN,< 1 year,0
5500,2007-07-13,akademiks,0,1.34%,NJ,< 1 year,0
2000,2007-07-14,jb1552,625,18.86%,OK,4 years,0
3500,2007-07-14,daniel09,0,0.60%,FL,< 1 year,0
8000,2007-07-14,jcouch,601,10.01%,IN,3 years,0
1000,2007-07-14,butcherboy220,609,20.19%,FL,10+ years,0
2000,2007-07-14,ecs11,592,13%,NY,2 years,0
1500,2007-07-14,Crystopher,493,0%,FL,< 1 year,0
12000,2007-07-14,coppert,556,4.43%,NY,10+ years,0
4500,2007-07-14,medicalgirl1981,604,6%,MD,1 year,0
500,2007-07-14,joycespowell76,556,1.92%,NC,1 year,0
15000,2007-07-15,cindercell914,526,10.57%,GA,< 1 year,0
3000,2007-07-15,AskMatt,651,28.42%,WA,< 1 year,0
3000,2007-07-15,EduYankee,588,24.65%,GA,< 1 year,0
3000,2007-07-16,southfloridian,550,0%,FL,1 year,0
6000,2007-07-16,Coffeelovr5,428,11.49%,OH,< 1 year,0
5000,2007-07-16,LAO0911,496,18.33%,MO,< 1 year,0
8000,2007-07-16,wncgirl,623,29.57%,NC,8 years,0
15000,2007-07-16,Etrader77,637,4.14%,OH,3 years,0
15000,2007-07-16,KeeperEF,640,30.52%,GA,2 years,0
5000,2007-07-17,AngelMeagan,473,31.45%,NE,< 1 year,0
3000,2007-07-17,morgansuzi,417,13.47%,NC,1 year,0
2000,2007-07-17,Consolidate credit cards,593,54.35%,NE,< 1 year,0
5000,2007-07-17,whitpop85,455,17.44%,IN,3 years,0
25000,2007-07-17,cbowman,0,0%,KY,1 year,0
12000,2007-07-17,joshj0829,554,18.65%,PA,4 years,0
2000,2007-07-18,$~KING~$,511,29.13%,FL,< 1 year,0
7000,2007-07-18,streetforce1,482,0%,NY,< 1 year,0
3000,2007-07-18,Cute N Cuddly Couple Need Moving Help,570,18.75%,UT,< 1 year,0
4750,2007-07-18,Want to attend college,618,5%,MA,< 1 year,0
6000,2007-07-18,Expanding21,545,0%,NY,4 years,0
2000,2007-07-18,Cushie,536,10.63%,WA,1 year,0
4000,2007-07-18,HELP!!,420,5.98%,IN,< 1 year,0
2000,2007-07-18,"I'm working on building up my credit and looking to pay a few credit cards off. These interest rates are high, and I'm basically throwing away money every month on monthly fees, membership fees, annual fees, and high interest. Would love to just consolidate, get them paid off once and for all and close the accounts",647,19.98%,OH ,1 year,0
600,2007-07-18,Karen Mae,562,2.66%,MA,1 year,0
1000,2007-07-18,sachinpatel17,589,4.55%,FL,1 year,0
6000,2007-07-18,Family Funtime - Used Jetboat Purchase,625,7.38%,NC,10+ years,0
7500,2007-07-18,Nick67,582,8.60%,MN,< 1 year,0
15000,2007-07-18,tSchulz,577,0.33%,FL,2 years,0
3500,2007-07-19,Honeymoon Expense,595,0.57%,GA,1 year,0
1500,2007-07-19,telcor,615,12.65%,TX,1 year,0
13000,2007-07-19,jenny88,650,14.56%,WA,10+ years,0
25000,2007-07-19,ksstormhunter,555,24.94%,AK,10+ years,0
4500,2007-07-19,debbie812,631,10.75%,NY,10+ years,0
15000,2007-07-19,juannunes,591,14.81%,FL,2 years,0
1400,2007-07-19,tallchick25,536,0.67%,FL,1 year,0
1500,2007-07-19,Donlo,529,2.91%,WI,< 1 year,0
2000,2007-07-20,rgbrock1,478,4.41%,CT,3 years,0
1700,2007-07-20,caspian915,455,17.67%,NY,< 1 year,0
2000,2007-07-20,jawbreaker,646,7.25%,OK,10+ years,0
6000,2007-07-20,melonee80,546,15.66%,VA,3 years,0
20000,2007-07-20,keishab912,452,25.46%,GA,3 years,0
7500,2007-07-20,helpourdaughter,623,1.65%,RI,5 years,0
10000,2007-07-20,lidarkeyes32,614,23.19%,WI,< 1 year,0
7275,2007-07-21,Lost with a soul.... ,457,2.15%,MD,3 years,0
7500,2007-07-21,2Be_Pennywise,400,8.16%,MD,3 years,0
500,2007-07-21,RBinAK,526,21.03%,AK,< 1 year,0
7500,2007-07-21,mickisue,546,15.41%,MN,1 year,0
10000,2007-07-21,joshaccardo,592,12.75%,NY,1 year,0
7000,2007-07-22,eeyore28,0,0%,NY,1 year,0
3000,2007-07-22,Iteachkids,594,12.86%,VA,6 years,0
5000,2007-07-22,msmkharmon,518,21.65%,PA,3 years,0
5000,2007-07-22,jaysun,632,32.96%,MD,< 1 year,0
10000,2007-07-22,texasrocks,662,29.73%,TX,1 year,0
500,2007-07-22,Help Please,535,1.10%,NJ,1 year,0
25000,2007-07-22,BuckTruck,430,11.95%,FL,1 year,0
2500,2007-07-22,adevens,506,14.53%,WI,2 years,0
10000,2007-07-23,tejada00,635,14.25%,NY,2 years,0
1000,2007-07-23,Animaluva,660,85%,FL,6 years,0
2500,2007-07-23,wolfbabeusa71,0,0%,IN,< 1 year,0
2000,2007-07-23,NCcarebear,488,14.01%,NC,2 years,0
25000,2007-07-23,livewealthy,688,22.90%,MA,1 year,0
17000,2007-07-23,mimi1011,635,74.86%,NC,1 year,0
600,2007-07-23,bward07,618,14.40%,DE,< 1 year,0
13500,2007-07-23,teacher1,668,25.25%,VA,10+ years,0
7500,2007-07-23,Sm-biz owner seeks loan,,100%,NV,3 years,0
10000,2007-07-23,danomar200,689,47.56%,FL,2 years,0
25000,2007-07-24,tgrphillips,527,0%,WI,2 years,0
10000,2007-07-24,candela,711,34.37%,FL,1 year,0
3500,2007-07-24,flutterjenn,518,0%,NC,< 1 year,0
1300,2007-07-24,"Recently, I took my automobile to the dealership for a routine check-up.  I ended-up paying nearly $1700 to cover all the work that needed to be done.  Since I am fresh out of college, this is probably one of the worse thing that could have happened right now. This loan will allow me to cover all my basis so that I can pay my other expenses while trying to fill the hole that my car trouble have maid in my pocket.  Your help would be greatly appreciated.",632,11.39%,GA,1 year,0
7000,2007-07-24,ejohnson39154,680,9%,MS,10+ years,0
20000,2007-07-24,Sasha,591,30.67%,IN,3 years,0
3500,2007-07-24,vernsan,663,63.75%,TX,1 year,0
6000,2007-07-25,maria,654,57.66%,FL,1 year,0
5000,2007-07-25,maciel,601,56.40%,FL,< 1 year,0
2000,2007-07-25,paying debt,622,11.60%,NJ,< 1 year,0
1500,2007-07-25,cjustice,507,31.61%,TX,5 years,0
3500,2007-07-25,tranpir29,460,13.21%,NJ,7 years,0
6000,2007-07-25,LacyG,484,569.27%,DC,10+ years,0
3300,2007-07-25,lacydiva,437,1.57%,NJ,1 year,0
1000,2007-07-25,balik9201,600,5.12%,PA,< 1 year,0
3000,2007-07-25,tjhummel7,505,28.40%,WI,< 1 year,0
7000,2007-07-25,I am looking to consolidate high interest rate credit cards into one monthly payment and a set payoff schedule.  This will save me interest and money monthly.,591,17.29%,NE,6 years,0
10000,2007-07-25,dtslagle,517,17.34%,IN,< 1 year,0
3000,2007-07-25,FTL_Torgo,433,6.09%,FL,2 years,0
1200,2007-07-25,college210,544,19.95%,NC ,< 1 year,0
4100,2007-07-26,urban513,509,3.23%,NJ,2 years,0
10000,2007-07-26,ajax6677,568,4.44%,WI,3 years,0
2500,2007-07-26,Omahajohn07,632,18.62%,NE,1 year,0
10000,2007-07-26,PC,535,0%,CO,2 years,0
12000,2007-07-27,bmxdmx,0,0%,NY,6 years,0
3000,2007-07-27,Joe,,16.63%,FL,2 years,0
5000,2007-07-27,zoebee7001,514,43.44%,MA,1 year,0
7500,2007-07-27,searching101,554,28.45%,WI,4 years,0
25000,2007-07-27,rwestmore7,577,17.92%,LA,2 years,0
1775,2007-07-27,m0e74,547,9.95%,MA,4 years,0
12000,2007-07-27,mwichmann4,690,9.63%,WI,< 1 year,0
5000,2007-07-27,MatthewEdwards,705,4.20%,TX,< 1 year,0
1000,2007-07-27,Sean C.,535,2%,WA,< 1 year,0
10000,2007-07-28,ErikaAndrea,626,26.87%,NC,1 year,0
3500,2007-07-28,EricaS,621,92.84%,TX,< 1 year,0
3500,2007-07-29,ked55,571,5.33%,TX,9 years,0
5000,2007-07-29,NEED TO pay off LOANS,563,10.82%,CA,1 year,0
6000,2007-07-29,The purpose of this loan is to take care of my existing tuition balance. Without it I will not be able to register for the upcoming semester of classes. I would need the loan as soon as possible as the school year will be starting in a matter of weeks. It would be a great help. Thank you. ,550,3.29%,CT,< 1 year,0
6000,2007-07-30,panglin,425,0.48%,SC,10+ years,0
5000,2007-07-30,dixieboy,466,0%,TX,< 1 year,0
4000,2007-07-30,kkospender,462,0%,NC,< 1 year,0
1500,2007-07-30,wmitchell,576,3.98%,LA,1 year,0
8000,2007-07-30,lafortune96,487,31.87%,PA,2 years,0
1550,2007-07-30,qunciy_gurl,478,7.93%,FL,< 1 year,0
7000,2007-07-30,Cleaning up credit and paying off taxes,484,13.25%,WI,< 1 year,0
5000,2007-07-31,jamphat,628,3.90%,VA,< 1 year,0
25000,2007-07-31,Great Business Loan,636,65.80%,MI,1 year,0
5000,2007-07-31,idefygravity81,466,1.75%,CO,3 years,0
4800,2007-07-31,joecalifornia2002,469,15.93%,CA,1 year,0
1000,2007-07-31,V-sizzle,680,68%,MD,6 years,0
9500,2007-07-31,lonesophist,548,0%,TX,2 years,0
500,2007-07-31,dabigticket31,0,0%,TN,< 1 year,0
15000,2007-07-31,aceguy,582,2.31%,MN,< 1 year,0
500,2007-07-31,Trojanman7667,530,0%,NY,1 year,0
2500,2007-07-31,TXAngel1983,561,23.50%,TX,< 1 year,0
25000,2007-07-31,Shy256,0,0%,AL,2 years,0
500,2007-07-31,Ldurfee,492,20.16%,WV,< 1 year,0
2200,2007-07-31,talktobrent,703,27.60%,MN,2 years,0
3750,2007-07-31,jaredonline,595,3.36%,AZ,1 year,0
3500,2007-08-01,JMSpike1875,563,7.53%,CO,1 year,0
1200,2007-08-01,skcah,557,1.71%,SC,< 1 year,0
4925,2007-08-01,javatoast,532,1.71%,NC,1 year,0
2000,2007-08-01,energiemedia,513,6.21%,NJ,< 1 year,0
2000,2007-08-01,silverferretcu,644,22.17%,NJ,< 1 year,0
1000,2007-08-01,ryotrellim,636,28.56%,NM,< 1 year,0
1500,2007-08-01,normlessness,674,32.35%,GA,< 1 year,0
500,2007-08-01,kodered1984,604,45.08%,FL,1 year,0
2000,2007-08-01,brokenspoke,440,9.08%,KY,< 1 year,0
12500,2007-08-02,Bubbasc12,543,26.84%,SC,6 years,0
15000,2007-08-02,home improvement and security funds,581,0%,FL,9 years,0
15000,2007-08-02,MattBK,727,32.34%,NY,1 year,0
25000,2007-08-02,Ken4Christ4ever,702,20.62%,AZ,< 1 year,0
5000,2007-08-02,Broken Heater/Air Conditioning Units,634,22.51%,CA,< 1 year,0
14000,2007-08-02,ebrelsford,623,13.48%,CT,1 year,0
1600,2007-08-02,smochan,427,15.74%,OH,1 year,0
1000,2007-08-02,JFreeden,495,0%,NJ,5 years,0
10000,2007-08-02,alexnotov,512,0.88%,NY,1 year,0
15000,2007-08-03,NicB,639,36.53%,AZ,< 1 year,0
22000,2007-08-03,searching4u,658,41.86%,CT,10+ years,0
8000,2007-08-03,darussian12,480,618.70%,TX,< 1 year,0
2000,2007-08-04,Vjo06,466,17.40%,NY,< 1 year,0
16000,2007-08-04,lendborrowbhappy,667,37.11%,CT,8 years,0
5000,2007-08-04,jrw023,476,17.28%,NY,< 1 year,0
5000,2007-08-04,jrsnifty,493,16.58%,MA,< 1 year,0
800,2007-08-04,Keyboardman110,0,0%,MO,1 year,0
500,2007-08-04,Daisan,570,0%,VA,10+ years,0
20000,2007-08-04,Foxylady,664,8.55%,FL,1 year,0
10000,2007-08-04,woodcs82,488,24.96%,FL,< 1 year,0
25000,2007-08-04,janeco,712,84.90%,CO,10+ years,0
15000,2007-08-05,gopats910,656,45.70%,NY,3 years,0
1000,2007-08-05,hi i am looking to close,539,7.54%,MA,4 years,0
25000,2007-08-05,sturzstrom,558,19.32%,MD,2 years,0
25000,2007-08-05,cranejames,599,16.27%,MA,7 years,0
2500,2007-08-05,cory2345,624,22.80%,FL,2 years,0
10000,2007-08-06,justinjscar,569,14.28%,OH,2 years,0
20000,2007-08-06,creamergc,464,16.78%,OH,10+ years,0
5500,2007-08-06,imnxdrunk,497,4.05%,NJ,10+ years,0
1500,2007-08-06,rossdurham,570,18.08%,NC,< 1 year,0
6000,2007-08-07,PJUDC,648,30.45%,DC,< 1 year,0
15000,2007-08-07,kari,483,32.50%,GA,< 1 year,0
15000,2007-08-07,anumoses,525,29.32%,IL,4 years,0
7000,2007-08-07,anonymous1303,559,5.31%,TX ,1 year,0
1500,2007-08-07,MiMi,520,39.12%,GA,< 1 year,0
10000,2007-08-07,hnburrell,554,36.71%,NY,3 years,0
2500,2007-08-07,alienblue2006,0,0%,FL,< 1 year,0
5000,2007-08-07,ppchildcare,0,0%,NY,3 years,0
7500,2007-08-08,ecoinsales,529,11.87%,WI,< 1 year,0
2000,2007-08-08,dasha,577,3.59%,AL,< 1 year,0
5000,2007-08-08,Dewey,623,51.16%,MN,10+ years,0
2000,2007-08-08,wade44,533,13.83%,VA,6 years,0
2500,2007-08-08,Seveneleven13,573,15.90%,NY,2 years,0
2000,2007-08-08,jgiroux235,565,0.87%,AZ,1 year,0
9000,2007-08-09,walte123,431,0%,VA,1 year,0
20000,2007-08-09,swoop70,476,2.23%,OH,9 years,0
1000,2007-08-09,prkerbny,525,33.86%,DE,8 years,0
1000,2007-08-09,LanzAustin,627,19.28%,TX,10+ years,0
12000,2007-08-09,Razorbacks36,570,0%,OH,< 1 year,0
2000,2007-08-09,KH,556,5.85%,MN,10+ years,0
1500,2007-08-09,oneals,0,0%,AL,3 years,0
5000,2007-08-09,videoscan23,634,26.36%,FL,2 years,0
1550,2007-08-10,Prosper loan,570,6.32%,NM,2 years,0
7000,2007-08-10,phreakelove,493,7.89%,OK,2 years,0
5000,2007-08-10,Marvin12,591,6.16%,GA,1 year,0
1000,2007-08-10,yorkhugo,589,0%,TN,3 years,0
17000,2007-08-10,pghmatt,616,15.84%,PA,2 years,0
1000,2007-08-11,deathstr117,427,4.76%,WI,3 years,0
20000,2007-08-11,jeffratt,622,11.16%,NY,4 years,0
8000,2007-08-11,MRLN,441,10.39%,CT ,< 1 year,0
7000,2007-08-11,mariale09,582,7.68%,FL,2 years,0
7000,2007-08-11,Machado,609,0.55%,FL,2 years,0
10000,2007-08-11,MTM21o83,500,146.40%,TX,< 1 year,0
1000,2007-08-11,Need Helping Hand,614,3.16%,MA,1 year,0
20000,2007-08-12,JMG3313,449,13.94%,IN,2 years,0
5000,2007-08-12,papamac,544,5.40%,FL,9 years,0
1000,2007-08-12,Songshand,650,4.56%,AZ,< 1 year,0
23000,2007-08-12,tdb44,658,59.25%,MN,5 years,0
1500,2007-08-12,k-alex-52,511,0.41%,NE,3 years,0
10000,2007-08-12,bblboy54,596,7.71%,VA,2 years,0
5000,2007-08-12,eggfinder,595,5.49%,IN,3 years,0
1000,2007-08-12,burningbend,582,9999%,VA,< 1 year,0
3000,2007-08-12,Paying off credit cards/merging consumer,608,15.03%,IN,1 year,0
8500,2007-08-12,xellz,420,260.28%,LA,8 years,0
5500,2007-08-12,urbanphoenyx,600,17.97%,NY,1 year,0
2000,2007-08-13,Entoaggie09,634,0%,TX,1 year,0
25000,2007-08-13,jim0120,592,19.16%,FL,4 years,0
3000,2007-08-13,tbrackett,466,36.83%,AL,3 years,0
10000,2007-08-13,jake,631,25.48%,KY,6 years,0
10000,2007-08-13,ajstewart19,611,25.15%,GA,1 year,0
20000,2007-08-13,delosomedia,586,10.50%,NC,< 1 year,0
20000,2007-08-13,Mardayna,634,9.51%,WA,1 year,0
5000,2007-08-13,tsmithee2003,661,30.96%,AR,1 year,0
1500,2007-08-13,Tluu,658,100%,TX,< 1 year,0
4000,2007-08-13,nemequittepas,511,14.87%,SC,4 years,0
5000,2007-08-14,footballfan61,477,22.62%,MO,10+ years,0
7000,2007-08-14,workaholic39,642,16.65%,NY,3 years,0
2000,2007-08-14,maladyky,477,25.38%,KY,1 year,0
500,2007-08-14,cilver18,523,372%,GA,< 1 year,0
6000,2007-08-14,william.alvarez,0,0%,NJ,2 years,0
6000,2007-08-14,larryjburns,525,8.16%,AR,3 years,0
4000,2007-08-14,mrkblack,547,7.34%,GA,1 year,0
11000,2007-08-14,Parrabe21,431,685.09%,FL,< 1 year,0
1500,2007-08-14,Pay off Tax Debt & Consolidate CCs,541,15.40%,UT,6 years,0
1500,2007-08-14,Simply_Beautiful,460,2.40%,GA,< 1 year,0
500,2007-08-14,msteckler,591,0%,WA,2 years,0
500,2007-08-14,2001eagle,522,11.22%,TX,3 years,0
18000,2007-08-15,sfg,671,44.83%,OH,10+ years,0
10000,2007-08-15,AndyInAtlanta,543,19.45%,GA,< 1 year,0
2525,2007-08-15,Bandeno,496,10.27%,GA,8 years,0
20000,2007-08-15,Personal Consolidation,698,15%,NY,< 1 year,0
9000,2007-08-15,chronicole,554,9.21%,WA,1 year,0
6500,2007-08-15,mandmboysfan,715,16.57%,MN,3 years,0
750,2007-08-16,Morgansgirl23,611,2.40%,OH,4 years,0
5000,2007-08-16,michaels,559,50.19%,NC,5 years,0
12000,2007-08-16,Emergency Loan Needed,0,2.57%,TX,< 1 year,0
25000,2007-08-16,thyui,686,3012%,CA,< 1 year,0
10000,2007-08-16,clvarney,539,1.61%,WV,< 1 year,0
3000,2007-08-16,pizzaman,591,19.77%,MO,4 years,0
20000,2007-08-16,baxjohn,508,0%,NY,< 1 year,0
6000,2007-08-16,lucy_goosey,618,0.43%,WA,< 1 year,0
13000,2007-08-17,msziva,431,19.69%,MD,10+ years,0
9000,2007-08-17,Short term secured loa,455,0.90%,WA,1 year,0
5000,2007-08-17,Need funds for mortgage modification!,515,9.93%,TX,< 1 year,0
25000,2007-08-17,Irish45,622,16.53%,MA,8 years,0
1000,2007-08-17,cmjasonl04101,495,5.04%,ME,2 years,0
5000,2007-08-17,kentrell2006,458,4%,GA,3 years,0
7500,2007-08-17,mcs119,570,8%,MS,3 years,0
25000,2007-08-17,M_Designs,469,13.95%,FL,< 1 year,0
2000,2007-08-18,BGenious,598,25.11%,NC,9 years,0
500,2007-08-18,sanjeet,512,11.28%,KS,< 1 year,0
15000,2007-08-18,QuirkyMolina,490,10.97%,TX,< 1 year,0
5000,2007-08-18,ready4achange,549,17.05%,FL,4 years,0
950,2007-08-18,VolatileAtom,461,9.37%,FL,3 years,0
1000,2007-08-19,Refinance Credit Cards For a Better Rate,610,27.78%,TX,4 years,0
16225,2007-08-19,marthahuckabay,659,18%,LA,3 years,0
500,2007-08-20,Help Fund For Education,589,12.26%,NJ,1 year,0
5000,2007-08-20,Kojo,0,2.40%,KY,1 year,0
15000,2007-08-20,mr_postman,564,6.25%,CA,2 years,0
5500,2007-08-20,raiderpmd1,623,8.72%,FL,10+ years,0
13000,2007-08-21,cwvwmwcw,542,25.17%,TX,< 1 year,0
12000,2007-08-21,vwcwmwcw,538,38.17%,TX,2 years,0
4000,2007-08-21,smellein,508,25.50%,AZ,< 1 year,0
5000,2007-08-21,acooper2,533,10.82%,LA,1 year,0
7500,2007-08-21,corpsman84,582,6.30%,MD,< 1 year,0
8000,2007-08-21,itakedablame,544,9.38%,NY,< 1 year,0
2000,2007-08-21,Amanda_J_04,480,0%,MO,< 1 year,0
4000,2007-08-21,yroseb,589,4.78%,MD,5 years,0
6000,2007-08-21,crazygirl,483,4.08%,CO,1 year,0
25000,2007-08-22,syrenia,604,23.94%,VA,< 1 year,0
7500,2007-08-22,Saleysmom,449,14.78%,MN,6 years,0
2700,2007-08-22,buttercup-1970,526,31.69%,OK,6 years,0
2500,2007-08-22,king5six1,442,12.56%,FL,1 year,0
500,2007-08-22,redarrow,670,63600%,MN,2 years,0
5000,2007-08-22,coalpha,578,13.92%,CO,1 year,0
700,2007-08-23,lilstuff28,410,9.63%,TX,< 1 year,0
25000,2007-08-23,Selley,625,3.16%,WI,10+ years,0
5000,2007-08-23,MikeStrock,650,20.95%,WA,5 years,0
3000,2007-08-23,nruizar,553,41.71%,FL,2 years,0
5000,2007-08-23,oucutiern,419,13.76%,OK,1 year,0
5000,2007-08-23,superkicker,475,34.75%,OH,< 1 year,0
3000,2007-08-23,Need to payoff high interest payday loan,542,0.85%,NV,2 years,0
9000,2007-08-23,Puppy_Hershey,650,52.98%,AZ,< 1 year,0
22300,2007-08-23,castlwizz,629,37.05%,CA,< 1 year,0
5000,2007-08-23,k-bro,583,0.52%,UT,1 year,0
25000,2007-08-24,ProudMarineProudPapa,613,2.74%,AZ,3 years,0
2000,2007-08-24,clarigem,501,0%,NY,< 1 year,0
8700,2007-08-24,consolidate debt,682,52.95%,LA,4 years,0
5000,2007-08-24,AaronHansen,460,4.72%,NY,1 year,0
25000,2007-08-24,Mycstro,498,0%,NJ,< 1 year,0
5000,2007-08-24,credittest,700,25%,NY,< 1 year,0
1000,2007-08-24,digix010,516,18.18%,WI,2 years,0
12500,2007-08-24,fpres1079,517,19.02%,LA,1 year,0
25000,2007-08-25,czar2k4ever,425,16.54%,AL,2 years,0
10000,2007-08-25,silvia,495,7.10%,FL,1 year,0
1500,2007-08-25,whitedove40,578,2.50%,WV,1 year,0
25000,2007-08-25,Fester5,700,33%,WI,5 years,0
2000,2007-08-25,Kyguy,510,16.66%,KY,4 years,0
1500,2007-08-26,freebird72,550,0%,WV,< 1 year,0
5000,2007-08-26,jc,613,27.31%,FL,10+ years,0
10000,2007-08-26,rara07,650,47.02%,NY,< 1 year,0
5000,2007-08-26,KBroad01,574,2.38%,OK,10+ years,0
3000,2007-08-27,cardiostudent,578,26.74%,FL,< 1 year,0
8000,2007-08-27,naturefreak715,648,25.92%,NJ,< 1 year,0
2000,2007-08-27,Sharellybme,605,30.60%,CT,2 years,0
10000,2007-08-27,woushe23,528,0%,NY,2 years,0
5000,2007-08-27,harlemshunny89,0,1.26%,NY,3 years,0
4000,2007-08-27,cssp1000,558,12.72%,FL,< 1 year,0
4000,2007-08-27,Trying to pay off credit cards and pay you rather than pay the high interest to the credit lenders,653,0%,MA,1 year,0
10000,2007-08-28,rosie66,581,4.14%,GA,3 years,0
16200,2007-08-28,mdbia,577,0%,GA,< 1 year,0
3000,2007-08-28,mrfriggz,522,0%,AZ,3 years,0
25000,2007-08-28,bobershaw,502,56.61%,UT,2 years,0
25000,2007-08-28,PhoenixFawkes,579,24.31%,OH,3 years,0
500,2007-08-28,Omgitsjoe89,0,0%,NY,< 1 year,0
1500,2007-08-28,hakunamachada,527,112%,OK,< 1 year,0
2700,2007-08-28,kcguy,552,11.69%,MO,1 year,0
2000,2007-08-28,umkchell,453,41.57%,MO,< 1 year,0
18000,2007-08-28,pqwest76,492,12.38%,VA,< 1 year,0
2475,2007-08-28,missinprophet101,487,10%,MA,< 1 year,0
3000,2007-08-28,jgordon,431,0%,FL,< 1 year,0
20000,2007-08-28,GraduatingSoon,582,46.98%,AL,4 years,0
5000,2007-08-28,EndertJW,457,1.02%,MI,1 year,0
7000,2007-08-28,chirn9980,637,44.40%,OH,8 years,0
800,2007-08-28,kdeveres,511,444%,KS,< 1 year,0
6000,2007-08-28,lhowell286,478,8.56%,NY,2 years,0
5000,2007-08-29,nodnarb100,553,25.95%,NY,4 years,0
20000,2007-08-29,jasonw4,517,18.17%,MN,2 years,0
3000,2007-08-29,jjrene,493,28.24%,MA ,1 year,0
3000,2007-08-29,Liberty ST,626,2.56%,NY,1 year,0
25000,2007-08-29,robin,670,17.64%,FL,< 1 year,0
1000,2007-08-29,Judy,664,0.44%,CT,10+ years,0
25000,2007-08-30,swolff,503,71.27%,KY,2 years,0
1000,2007-08-30,richkid,659,16.19%,AL,6 years,0
7000,2007-08-30,katmill,507,23.13%,AZ,5 years,0
4500,2007-08-30,golden_girl5,496,0%,VA,1 year,0
2600,2007-08-30,leovarg_67,576,14.88%,FL,< 1 year,0
2400,2007-08-31,rickz,569,22.17%,DE,9 years,0
3000,2007-08-31,singlemom21,504,5.45%,NY,< 1 year,0
25000,2007-08-31,ivanjose,605,21.11%,FL,10+ years,0
5000,2007-08-31,papichulo476,661,25.20%,NJ,2 years,0
25000,2007-08-31,BrinzeGoddess,664,27.38%,NY,2 years,0
4300,2007-08-31,digitalpariah,604,7.06%,OH,< 1 year,0
5000,2007-09-01,Viper,536,1.09%,NE,1 year,0
3000,2007-09-01,farleynyc,598,8.84%,NJ,< 1 year,0
10000,2007-09-01,eaglenest90,611,42.15%,NJ,< 1 year,0
6000,2007-09-01,FedeX,568,17.33%,FL,5 years,0
